,mean,std,min,max
District Heating Inlet Temperature Average[C],2.9771962065217394,7.923190472331128,0.0,28.564234
District Heating Outlet Temperature Average [C],5.623550853260869,14.932882592003528,0.0,47.71657
District Heating Mass Flow Rate Average [kg/s],0.0036865217391304343,0.010352644553225326,0.0,0.045412
Boiler Heating Energy Average [MJ],0.004565989130434783,0.01410675489825514,0.0,0.082128
Boiler Inlet Temperature Average[C],4565.974169402174,14106.707769885472,0.0,82127.65255
Boiler Outlet Temperature Average [C],4.770346614130436,13.724192343595389,0.0,47.639198
Boiler Mass Flow Rate Average [kg/s],0.002448385869565217,0.007687687862062232,0.0,0.045288
Boiler Part Load Ratio Average,0.0019627173913043475,0.006270885143029896,0.0,0.036493
Boiler Efficiency,0.02977454891304348,0.08615962026161664,0.0,0.31459
Baseboard Total Heating Energy Sum Average [MJ],0.001117586956521739,0.0006919903131476193,0.000276,0.00485
Baseboard Hot Water Energy Sum Average[MJ],0.001117586956521739,0.0006919903131476193,0.000276,0.00485
Baseboard Hot Water Mass Flow Rate Average Average [kg/s],0.0009963043478260869,0.0006866366231285875,0.000174,0.005148
Baseboard Air Inlet Temperature Average Average [C],28.029868565217395,2.5620865680142577,22.282828,34.246443
Baseboard Air Outlet Temperature Average Average [C],28.394921983695653,2.3763305506677286,23.474345,34.328387
Baseboard Water Inlet Temperature Average Average [C],56.671135701086946,14.140554409164727,48.84068,82.221863
Baseboard Water Outlet Temperature Average Average [C],53.216074119565235,12.955270910567746,41.153389,80.80319
Baseboard Total Heating Rate Average Average [kW],0.12757748369565214,0.07899083541176731,0.031515,0.553661
Baseboard Total Heating Rate Average Sum[kW],5.5276810163043475,2.1836923886849244,2.495915,17.183658
Baseboard Total Heating Energy Sum Sum [MJ],0.04842248369565219,0.019129124306744995,0.021864,0.150529
Baseboard Hot Water Energy Sum Sum[MJ],0.04842248369565219,0.019129124306744995,0.021864,0.150529
Baseboard Hot Water Mass Flow Rate Average Sum [kg/s],0.04363995108695651,0.020933641625313262,0.011471,0.152925
Baseboard Water Outlet Temperature Average Sum [C],2808.3676927554347,1465.349274117598,576.147442,7620.211393
Baseboard Water Inlet Temperature Average Sum [C],2960.1459787336953,1507.6840433956618,683.769521,7810.84659
Baseboard Air Outlet Temperature Average Sum [C],1541.1748204130427,773.9023377186378,328.640825,3175.640719
Baseboard Air Inlet Temperature Average Sum [C],1525.086813695652,772.1410567447109,311.959591,3162.051765
Water Heater Heat Loss Rate Average [kW],-0.11451945108695648,0.11114650877028356,-0.221822,0.0
Water Heater Tank Temperature Average [C],62.859691005434776,4.032035037599662,58.964378,67.0154
Water Heater Heat Loss Energy Sum [MJ],-0.001003179347826087,0.0009736326970992581,-0.001943,0.0
Water Heater Use Side Mass Flow Rate Average [kg/s],0.06104808695652177,0.02521497574796651,0.022248,0.164984
Water Heater Use Side Inlet Temperature Average [C],50.75268680978261,0.43393855715844837,50.321669,51.200933
Water Heater Use Side Outlet Temperature Average [C],62.859691005434776,4.032035037599662,58.964378,67.0154
Water Heater Use Side Heat Transfer Rate Average [kW],-2.954800652173911,1.2229299439379533,-8.075056,-1.088844
Water Heater Use Side Heat Transfer Energy Sum [MJ],-0.025884048913043477,0.010712842459678962,-0.070737,-0.009538
Water Heater Total Demand Heat Transfer Rate Average [kW],3.0586137010869567,1.2295588402632684,1.083718,8.069958
Water Heater Heating Rate Average [kW],3.0611236902173915,1.2293122204858422,1.088772,8.075013
Water Heater Electricity Rate Average [kW],1.5667835489130442,1.785673133731507,0.0,7.632244
Volume [m³],36928.09383582065,22538.662676313957,6462.674856,129871.8588
Construction Area [%],0.052173728260869585,0.010576243294328868,0.029031,0.080771
Window to Wall Ratio [%],0.32927825,0.1451858598409341,0.161812,0.614966
